temperature,true_risk_gap,mean_confidence_outer,jacobian_norm,ipm,bound_margin,seed
1.0,1.095534045410156,0.99739794921875,0.0037406463623046874,0.25528037264347075,-0.8402536727666854,0
2.0,1.095534045410156,0.99488212890625,0.007348015594482422,0.2601433311462402,-0.8353907142639159,0
3.0,1.095534045410156,0.992241015625,0.011233449554443359,0.25609129714965817,-0.8394427482604979,0
5.0,1.095534045410156,0.985978515625,0.020869479370117187,0.2683247609138489,-0.8272092844963073,0
10.0,1.095534045410156,0.96056748046875,0.06267036743164063,0.2889590452671051,-0.806575000143051,0
