r_min_outer,risk_center,risk_outer,true_risk_gap,accuracy_outer,mean_confidence_outer,jacobian_raw,jacobian_soft,ipm_raw,ipm_soft,bound_margin_raw,bound_margin_soft,seed
0.35,0.06470810546875,1.22074140625,1.15603330078125,0.38665,0.9960556640625,0.0056284744262695315,0.03103873291015625,0.2220144828796387,0.22578865838050843,-0.9340188179016113,-0.9302446424007416,0
0.45,0.06470810546875,1.08024072265625,1.0155326171875,0.4563,0.99532177734375,0.006616552734375,0.036591485595703126,0.23408118419647217,0.2500543669700623,-0.7814514329910279,-0.7654782502174378,0
0.55,0.06470810546875,1.0316494140625,0.9669413085937502,0.4828,0.9976845703125,0.0033506134033203126,0.019528759765625,0.25315914006233214,0.2652487465143204,-0.7137821685314181,-0.7016925620794298,0
0.65,0.06470810546875,1.3165076171875,1.2517995117187501,0.33955,0.9971896484375,0.004041250228881836,0.024143597412109374,0.2652051722168922,0.2714709094643593,-0.9865943395018579,-0.9803286022543909,0
0.75,0.06470810546875,1.8498439453125,1.78513583984375,0.0727,0.9959294921875,0.005937300491333008,0.032693344116210936,0.28028891181945803,0.27976605873107907,-1.504846928024292,-1.505369781112671,0
